"Tabela 7063 - INPC - Variação mensal, acumulada no ano, acumulada em 12 meses e peso mensal, para o índice geral, grupos, subgrupos, itens e subitens de produtos e serviços (a partir de janeiro/2020)"
"Geral, grupo, subgrupo, item e subitem";"Nível";"Cód.";"Brasil e Região Metropolitana até 2020";"Mês";"Variável";""
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"agosto 2020";"INPC - Variação mensal";"1,50";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"setembro 2020";"INPC - Variação mensal";"2,36";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"outubro 2020";"INPC - Variação mensal";"1,98";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"novembro 2020";"INPC - Variação mensal";"3,07";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"dezembro 2020";"INPC - Variação mensal";"1,45";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"janeiro 2021";"INPC - Variação mensal";"0,73";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"fevereiro 2021";"INPC - Variação mensal";"0,50";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"março 2021";"INPC - Variação mensal";"-0,21";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"abril 2021";"INPC - Variação mensal";"0,64";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"maio 2021";"INPC - Variação mensal";"0,25";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"junho 2021";"INPC - Variação mensal";"0,60";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"julho 2021";"INPC - Variação mensal";"0,29";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"agosto 2021";"INPC - Variação mensal";"2,19";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"setembro 2021";"INPC - Variação mensal";"0,99";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"outubro 2021";"INPC - Variação mensal";"1,26";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"novembro 2021";"INPC - Variação mensal";"-0,43";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"dezembro 2021";"INPC - Variação mensal";"0,68";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"janeiro 2022";"INPC - Variação mensal";"0,94";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"fevereiro 2022";"INPC - Variação mensal";"1,10";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"março 2022";"INPC - Variação mensal";"2,72";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"abril 2022";"INPC - Variação mensal";"2,81";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"maio 2022";"INPC - Variação mensal";"0,76";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"junho 2022";"INPC - Variação mensal";"1,24";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"julho 2022";"INPC - Variação mensal";"1,75";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"agosto 2022";"INPC - Variação mensal";"0,34";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"setembro 2022";"INPC - Variação mensal";"-1,65";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"outubro 2022";"INPC - Variação mensal";"0,82";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"novembro 2022";"INPC - Variação mensal";"0,02";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"dezembro 2022";"INPC - Variação mensal";"0,94";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"janeiro 2023";"INPC - Variação mensal";"0,52";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"fevereiro 2023";"INPC - Variação mensal";"0,31";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"março 2023";"INPC - Variação mensal";"-0,01";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"abril 2023";"INPC - Variação mensal";"0,92";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"maio 2023";"INPC - Variação mensal";"0,39";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"junho 2023";"INPC - Variação mensal";"-0,69";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"julho 2023";"INPC - Variação mensal";"-0,63";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"agosto 2023";"INPC - Variação mensal";"-0,97";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"setembro 2023";"INPC - Variação mensal";"-0,88";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"outubro 2023";"INPC - Variação mensal";"0,56";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"novembro 2023";"INPC - Variação mensal";"0,55";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"dezembro 2023";"INPC - Variação mensal";"1,10";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"janeiro 2024";"INPC - Variação mensal";"0,77";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"fevereiro 2024";"INPC - Variação mensal";"1,17";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"março 2024";"INPC - Variação mensal";"0,57";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"abril 2024";"INPC - Variação mensal";"0,64";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"maio 2024";"INPC - Variação mensal";"0,60";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"junho 2024";"INPC - Variação mensal";"0,90";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"julho 2024";"INPC - Variação mensal";"-0,64";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"agosto 2024";"INPC - Variação mensal";"-0,27";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"setembro 2024";"INPC - Variação mensal";"0,57";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"outubro 2024";"INPC - Variação mensal";"1,52";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"novembro 2024";"INPC - Variação mensal";"1,50";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"dezembro 2024";"INPC - Variação mensal";"1,29";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"janeiro 2025";"INPC - Variação mensal";"0,75";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"fevereiro 2025";"INPC - Variação mensal";"0,13";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"março 2025";"INPC - Variação mensal";"1,59";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"abril 2025";"INPC - Variação mensal";"1,09";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"maio 2025";"INPC - Variação mensal";"0,16";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"junho 2025";"INPC - Variação mensal";"0,19";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"julho 2025";"INPC - Variação mensal";"-0,37";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"agosto 2025";"INPC - Variação mensal";"-0,14";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"setembro 2025";"INPC - Variação mensal";"0,00";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"outubro 2025";"INPC - Variação mensal";"-0,08";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"novembro 2025";"INPC - Variação mensal";"0,13";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"dezembro 2025";"INPC - Variação mensal";"-0,12";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"janeiro 2026";"INPC - Variação mensal";"-0,08";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"fevereiro 2026";"INPC - Variação mensal";"0,56";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"março 2026";"INPC - Variação mensal";"1,63";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"abril 2026";"INPC - Variação mensal";"1,29";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"maio 2026";"INPC - Variação mensal";"1,40";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"junho 2026";"INPC - Variação mensal";"-0,14";"%"
"1.Alimentação e bebidas";"RM";"3501";"São Paulo (SP)";"julho 2026";"INPC - Variação mensal";"-0,48";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"janeiro 2020";"INPC - Variação mensal";"0,32";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"fevereiro 2020";"INPC - Variação mensal";"0,10";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"março 2020";"INPC - Variação mensal";"1,34";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"abril 2020";"INPC - Variação mensal";"2,21";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"maio 2020";"INPC - Variação mensal";"0,48";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"junho 2020";"INPC - Variação mensal";"0,45";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"julho 2020";"INPC - Variação mensal";"0,24";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"agosto 2020";"INPC - Variação mensal";"1,06";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"setembro 2020";"INPC - Variação mensal";"3,18";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"outubro 2020";"INPC - Variação mensal";"2,66";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"novembro 2020";"INPC - Variação mensal";"3,25";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"dezembro 2020";"INPC - Variação mensal";"2,19";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"janeiro 2021";"INPC - Variação mensal";"1,03";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"fevereiro 2021";"INPC - Variação mensal";"0,11";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"março 2021";"INPC - Variação mensal";"-0,18";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"abril 2021";"INPC - Variação mensal";"0,57";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"maio 2021";"INPC - Variação mensal";"0,43";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"junho 2021";"INPC - Variação mensal";"0,48";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"julho 2021";"INPC - Variação mensal";"0,75";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"agosto 2021";"INPC - Variação mensal";"1,46";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"setembro 2021";"INPC - Variação mensal";"1,06";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"outubro 2021";"INPC - Variação mensal";"1,23";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"novembro 2021";"INPC - Variação mensal";"0,04";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"dezembro 2021";"INPC - Variação mensal";"0,74";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"janeiro 2022";"INPC - Variação mensal";"1,31";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"fevereiro 2022";"INPC - Variação mensal";"1,48";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"março 2022";"INPC - Variação mensal";"2,89";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"abril 2022";"INPC - Variação mensal";"2,69";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"maio 2022";"INPC - Variação mensal";"0,62";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"junho 2022";"INPC - Variação mensal";"0,67";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"julho 2022";"INPC - Variação mensal";"1,43";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"agosto 2022";"INPC - Variação mensal";"0,10";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"setembro 2022";"INPC - Variação mensal";"-0,78";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"outubro 2022";"INPC - Variação mensal";"0,65";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"novembro 2022";"INPC - Variação mensal";"0,59";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"dezembro 2022";"INPC - Variação mensal";"0,78";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"janeiro 2023";"INPC - Variação mensal";"0,50";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"fevereiro 2023";"INPC - Variação mensal";"-0,10";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"março 2023";"INPC - Variação mensal";"-0,28";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"abril 2023";"INPC - Variação mensal";"0,61";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"maio 2023";"INPC - Variação mensal";"0,06";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"junho 2023";"INPC - Variação mensal";"-0,97";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"julho 2023";"INPC - Variação mensal";"-0,81";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"agosto 2023";"INPC - Variação mensal";"-1,25";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"setembro 2023";"INPC - Variação mensal";"-0,98";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"outubro 2023";"INPC - Variação mensal";"0,17";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"novembro 2023";"INPC - Variação mensal";"0,64";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"dezembro 2023";"INPC - Variação mensal";"1,39";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"janeiro 2024";"INPC - Variação mensal";"1,86";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"fevereiro 2024";"INPC - Variação mensal";"1,08";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"março 2024";"INPC - Variação mensal";"0,50";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"abril 2024";"INPC - Variação mensal";"0,64";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"maio 2024";"INPC - Variação mensal";"0,68";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"junho 2024";"INPC - Variação mensal";"0,47";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"julho 2024";"INPC - Variação mensal";"-1,32";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"agosto 2024";"INPC - Variação mensal";"-0,87";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"setembro 2024";"INPC - Variação mensal";"0,52";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"outubro 2024";"INPC - Variação mensal";"1,25";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"novembro 2024";"INPC - Variação mensal";"1,82";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"dezembro 2024";"INPC - Variação mensal";"1,16";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"janeiro 2025";"INPC - Variação mensal";"1,07";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"fevereiro 2025";"INPC - Variação mensal";"0,80";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"março 2025";"INPC - Variação mensal";"1,20";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"abril 2025";"INPC - Variação mensal";"0,77";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"maio 2025";"INPC - Variação mensal";"0,18";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"junho 2025";"INPC - Variação mensal";"-0,39";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"julho 2025";"INPC - Variação mensal";"-0,72";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"agosto 2025";"INPC - Variação mensal";"-0,84";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"setembro 2025";"INPC - Variação mensal";"-0,49";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"outubro 2025";"INPC - Variação mensal";"-0,14";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"novembro 2025";"INPC - Variação mensal";"-0,22";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"dezembro 2025";"INPC - Variação mensal";"0,15";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"janeiro 2026";"INPC - Variação mensal";"0,02";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"fevereiro 2026";"INPC - Variação mensal";"0,26";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"março 2026";"INPC - Variação mensal";"1,97";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"abril 2026";"INPC - Variação mensal";"1,62";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"maio 2026";"INPC - Variação mensal";"1,57";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"junho 2026";"INPC - Variação mensal";"-0,43";"%"
"11.Alimentação no domicílio";"BR";"1";"Brasil";"julho 2026";"INPC - Variação mensal";"-1,11";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"janeiro 2020";"INPC - Variação mensal";"-0,05";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"fevereiro 2020";"INPC - Variação mensal";"-0,71";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"março 2020";"INPC - Variação mensal";"1,73";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"abril 2020";"INPC - Variação mensal";"2,58";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"maio 2020";"INPC - Variação mensal";"0,25";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"junho 2020";"INPC - Variação mensal";"0,60";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"julho 2020";"INPC - Variação mensal";"0,28";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"agosto 2020";"INPC - Variação mensal";"2,03";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"setembro 2020";"INPC - Variação mensal";"2,90";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"outubro 2020";"INPC - Variação mensal";"2,53";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"novembro 2020";"INPC - Variação mensal";"3,90";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"dezembro 2020";"INPC - Variação mensal";"1,54";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"janeiro 2021";"INPC - Variação mensal";"0,66";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"fevereiro 2021";"INPC - Variação mensal";"0,65";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"março 2021";"INPC - Variação mensal";"-0,67";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"abril 2021";"INPC - Variação mensal";"0,90";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"maio 2021";"INPC - Variação mensal";"-0,25";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"junho 2021";"INPC - Variação mensal";"0,50";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"julho 2021";"INPC - Variação mensal";"0,69";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"agosto 2021";"INPC - Variação mensal";"2,34";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"setembro 2021";"INPC - Variação mensal";"1,13";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"outubro 2021";"INPC - Variação mensal";"1,21";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"novembro 2021";"INPC - Variação mensal";"-0,20";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"dezembro 2021";"INPC - Variação mensal";"0,54";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"janeiro 2022";"INPC - Variação mensal";"1,33";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"fevereiro 2022";"INPC - Variação mensal";"1,42";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"março 2022";"INPC - Variação mensal";"3,19";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"abril 2022";"INPC - Variação mensal";"3,47";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"maio 2022";"INPC - Variação mensal";"0,68";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"junho 2022";"INPC - Variação mensal";"1,08";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"julho 2022";"INPC - Variação mensal";"1,98";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"agosto 2022";"INPC - Variação mensal";"0,09";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"setembro 2022";"INPC - Variação mensal";"-2,16";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"outubro 2022";"INPC - Variação mensal";"0,92";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"novembro 2022";"INPC - Variação mensal";"-0,13";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"dezembro 2022";"INPC - Variação mensal";"1,08";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"janeiro 2023";"INPC - Variação mensal";"0,41";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"fevereiro 2023";"INPC - Variação mensal";"0,22";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"março 2023";"INPC - Variação mensal";"-0,11";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"abril 2023";"INPC - Variação mensal";"0,90";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"maio 2023";"INPC - Variação mensal";"0,26";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"junho 2023";"INPC - Variação mensal";"-1,05";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"julho 2023";"INPC - Variação mensal";"-0,86";"%"
"11.Alimentação no domicílio";"RM";"3501";"São Paulo (SP)";"agosto 2023";"INPC - Variação mensal";"-1,22";"%"
