"Tabela 1100 - INPC - Variação mensal, acumulada no ano, acumulada em 12 meses e peso mensal, para o índice geral, grupos, subgrupos, itens e subitens de produtos e serviços (de janeiro/2012 até dezembro/2019)"
"Nível";"Cód.";"Brasil e Região Metropolitana até 2020";"Mês";"Geral, grupo, subgrupo, item e subitem";"Variável";""
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"1115004.Coco ralado";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"1115006.Ervilha em conserva";"INPC - Variação mensal";"0,31";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"1115008.Feijoada em conserva";"INPC - Variação mensal";"0,30";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"1115016.Palmito em conserva";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"1115017.Pepino em conserva";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"1115039.Sardinha em conserva";"INPC - Variação mensal";"-1,67";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"1115050.Salsicha em conserva";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"1115051.Carne em conserva";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"1115053.Patê";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"1115056.Sopa desidratada";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"1115057.Azeitona";"INPC - Variação mensal";"2,30";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"1115058.Milho-verde em conserva";"INPC - Variação mensal";"1,53";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"1115075.Atum em conserva";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"1116.Sal e condimentos";"INPC - Variação mensal";"-0,57";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"1116001.Leite de coco";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"1116005.Atomatado";"INPC - Variação mensal";"0,68";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"1116010.Alho";"INPC - Variação mensal";"-3,12";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"1116013.Sal";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"1116022.Colorau";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"1116023.Caldo de tucupi";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"1116026.Fermento";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"1116033.Maionese";"INPC - Variação mensal";"1,50";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"1116041.Vinagre";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"1116048.Caldo concentrado";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"1116071.Tempero misto";"INPC - Variação mensal";"-1,62";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"12.Alimentação fora do domicílio";"INPC - Variação mensal";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"1201.Alimentação fora do domicílio";"INPC - Variação mensal";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"1201001.Refeição";"INPC - Variação mensal";"-1,07";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"1201003.Lanche";"INPC - Variação mensal";"1,75";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"1201005.Café da manhã";"INPC - Variação mensal";"-0,16";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"1201007.Refrigerante e água mineral";"INPC - Variação mensal";"2,05";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"1201009.Cafezinho";"INPC - Variação mensal";"0,74";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"1201048.Cerveja";"INPC - Variação mensal";"0,44";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"1201051.Outras bebidas alcoólicas";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"1201061.Doces";"INPC - Variação mensal";"-0,87";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"2.Habitação";"INPC - Variação mensal";"0,19";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"21.Encargos e manutenção";"INPC - Variação mensal";"0,43";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"2101.Aluguel e taxas";"INPC - Variação mensal";"0,60";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"2101001.Aluguel residencial";"INPC - Variação mensal";"0,97";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"2101002.Condomínio";"INPC - Variação mensal";"-0,85";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"2101004.Taxa de água e esgoto";"INPC - Variação mensal";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"2101012.Mudança";"INPC - Variação mensal";"-2,88";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"2103.Reparos";"INPC - Variação mensal";"0,37";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"2103005.Ferragens";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"2103008.Material de eletricidade";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"2103009.Material de pintura";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"2103014.Tinta";"INPC - Variação mensal";"0,26";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"2103032.Revestimento de piso e parede";"INPC - Variação mensal";"2,13";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"2103039.Cimento";"INPC - Variação mensal";"3,01";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"2103040.Tijolo";"INPC - Variação mensal";"-1,12";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"2103041.Material hidráulico";"INPC - Variação mensal";"-1,12";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"2103042.Mão de obra";"INPC - Variação mensal";"0,19";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"2103048.Areia";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"2103049.Pedras";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"2103055.Telha";"INPC - Variação mensal";"-0,11";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"2104.Artigos de limpeza";"INPC - Variação mensal";"-1,04";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"2104005.Água sanitária";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"2104008.Detergente";"INPC - Variação mensal";"1,07";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"2104009.Sabão em pó";"INPC - Variação mensal";"-4,08";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"2104012.Desinfetante";"INPC - Variação mensal";"1,70";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"2104015.Sabão em barra";"INPC - Variação mensal";"-0,24";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"2104016.Esponja de limpeza";"INPC - Variação mensal";"3,18";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"2104032.Amaciante";"INPC - Variação mensal";"1,60";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"22.Combustíveis e energia";"INPC - Variação mensal";"-0,28";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"2201.Combustíveis (domésticos)";"INPC - Variação mensal";"2,89";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"2201003.Carvão vegetal";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"2201004.Gás de botijão";"INPC - Variação mensal";"2,98";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"2201005.Gás encanado";"INPC - Variação mensal";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"2202.Energia elétrica residencial";"INPC - Variação mensal";"-1,55";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"2202003.Energia elétrica residencial";"INPC - Variação mensal";"-1,55";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"3.Artigos de residência";"INPC - Variação mensal";"0,79";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"31.Móveis e utensílios";"INPC - Variação mensal";"0,51";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"3101.Mobiliário";"INPC - Variação mensal";"-0,35";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"3101002.Móvel para sala";"INPC - Variação mensal";"-0,57";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"3101003.Móvel para quarto";"INPC - Variação mensal";"-1,18";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"3101015.Móvel para copa e cozinha";"INPC - Variação mensal";"0,26";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"3101016.Móvel infantil";"INPC - Variação mensal";"1,83";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"3101017.Colchão";"INPC - Variação mensal";"1,86";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"3102.Utensílios e enfeites";"INPC - Variação mensal";"1,67";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"3102005.Tapete";"INPC - Variação mensal";"1,16";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"3102006.Cortina";"INPC - Variação mensal";"1,62";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"3102007.Utensílios de metal";"INPC - Variação mensal";"-0,05";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"3102009.Utensílios de vidro e louça";"INPC - Variação mensal";"-1,03";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"3102010.Utensílios de plástico";"INPC - Variação mensal";"4,49";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"3102035.Flores naturais";"INPC - Variação mensal";"-0,83";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"3102040.Utensílios diversos";"INPC - Variação mensal";"3,29";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"3103.Cama, mesa e banho";"INPC - Variação mensal";"2,36";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"3103001.Roupa de cama";"INPC - Variação mensal";"2,49";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"3103003.Roupa de banho";"INPC - Variação mensal";"2,18";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"32.Aparelhos eletroeletrônicos";"INPC - Variação mensal";"1,38";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"3201.Eletrodomésticos e equipamentos";"INPC - Variação mensal";"1,44";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"3201001.Refrigerador";"INPC - Variação mensal";"1,22";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"3201006.Máquina de lavar roupa";"INPC - Variação mensal";"1,01";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"3201007.Ferro elétrico";"INPC - Variação mensal";"-2,05";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"3201012.Liquidificador";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"3201013.Ventilador";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"3201021.Fogão";"INPC - Variação mensal";"2,60";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"3201050.Chuveiro elétrico";"INPC - Variação mensal";"-0,41";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"3201065.Forno de micro-ondas";"INPC - Variação mensal";"4,39";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"3202.Tv, som e informática";"INPC - Variação mensal";"1,28";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"3202001.Televisor";"INPC - Variação mensal";"5,00";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"3202003.Aparelho de som";"INPC - Variação mensal";"1,57";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"3202005.Aparelho de DVD";"INPC - Variação mensal";"0,21";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"3202013.Antena";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"3202028.Microcomputador";"INPC - Variação mensal";"-1,63";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"33.Consertos e manutenção";"INPC - Variação mensal";"-0,22";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"3301.Consertos e manutenção";"INPC - Variação mensal";"-0,22";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"3301002.Conserto de refrigerador";"INPC - Variação mensal";"-0,86";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"3301006.Conserto de televisor";"INPC - Variação mensal";"-0,51";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"3301009.Conserto de aparelho de som";"INPC - Variação mensal";"-0,40";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"3301015.Conserto de máquina de lavar roupa";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"3301022.Reforma de estofado";"INPC - Variação mensal";"0,92";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"3301044.Manutenção de microcomputador";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"4.Vestuário";"INPC - Variação mensal";"0,93";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"41.Roupas";"INPC - Variação mensal";"1,86";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"4101.Roupa masculina";"INPC - Variação mensal";"1,14";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"4101002.Calça comprida masculina";"INPC - Variação mensal";"1,34";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"4101004.Terno";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"4101005.Agasalho masculino";"INPC - Variação mensal";"1,14";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"4101006.Short e bermuda masculina";"INPC - Variação mensal";"0,08";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"4101008.Cueca";"INPC - Variação mensal";"2,10";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"4101009.Camisa/camiseta masculina";"INPC - Variação mensal";"1,17";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"4102.Roupa feminina";"INPC - Variação mensal";"3,51";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"4102002.Calça comprida feminina";"INPC - Variação mensal";"3,62";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"4102003.Agasalho feminino";"INPC - Variação mensal";"3,51";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"4102004.Saia";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"4102005.Vestido";"INPC - Variação mensal";"3,79";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"4102008.Blusa";"INPC - Variação mensal";"4,90";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"4102010.Lingerie";"INPC - Variação mensal";"0,12";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"4102011.Roupa de dormir feminina";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"4102013.Bermuda e short feminino";"INPC - Variação mensal";"1,01";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"4103.Roupa infantil";"INPC - Variação mensal";"-0,11";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"4103001.Uniforme escolar";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"4103002.Calça comprida infantil";"INPC - Variação mensal";"-1,83";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"4103005.Agasalho infantil";"INPC - Variação mensal";"-0,11";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"4103007.Vestido infantil";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"4103008.Bermuda e short infantil";"INPC - Variação mensal";"3,03";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"4103011.Camisa/camiseta infantil";"INPC - Variação mensal";"-0,29";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"4103031.Conjunto infantil";"INPC - Variação mensal";"-0,27";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"42.Calçados e acessórios";"INPC - Variação mensal";"-0,63";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"4201.Calçados e acessórios";"INPC - Variação mensal";"-0,63";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"4201002.Sapato masculino";"INPC - Variação mensal";"-0,37";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"4201003.Sapato feminino";"INPC - Variação mensal";"-2,98";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"4201004.Sapato infantil";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"4201006.Sandália / chinelo masculino";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"4201007.Sandália / chinelo feminino";"INPC - Variação mensal";"0,60";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"4201008.Sandália / chinelo infantil";"INPC - Variação mensal";"2,45";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"4201015.Bolsa";"INPC - Variação mensal";"-0,57";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"4201063.Tênis";"INPC - Variação mensal";"-0,89";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"43.Joias e bijuterias";"INPC - Variação mensal";"-3,22";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"4301.Joias e bijuterias";"INPC - Variação mensal";"-3,22";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"4301001.Bijuteria";"INPC - Variação mensal";"-3,33";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"4301002.Joia";"INPC - Variação mensal";"-3,03";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"4301004.Relógio de pulso";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"44.Tecidos e armarinho";"INPC - Variação mensal";"0,20";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"4401.Tecidos e armarinho";"INPC - Variação mensal";"0,20";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"4401001.Tecido";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"4401002.Artigos de armarinho";"INPC - Variação mensal";"2,26";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"4401005.Acortinado (mosquiteiro)";"INPC - Variação mensal";"-0,68";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"5.Transportes";"INPC - Variação mensal";"-0,68";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"51.Transportes";"INPC - Variação mensal";"-0,68";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"5101.Transporte público";"INPC - Variação mensal";"0,51";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"5101001.Ônibus urbano";"INPC - Variação mensal";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"5101002.Táxi";"INPC - Variação mensal";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"5101004.Trem";"INPC - Variação mensal";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"5101006.Ônibus intermunicipal";"INPC - Variação mensal";"-0,05";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"5101007.Ônibus interestadual";"INPC - Variação mensal";"6,69";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"5101010.Passagem aérea";"INPC - Variação mensal";"34,08";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"5101011.Metrô";"INPC - Variação mensal";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"5101022.Transporte hidroviário";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"5101026.Transporte escolar";"INPC - Variação mensal";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"5102.Veículo próprio";"INPC - Variação mensal";"0,43";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"5102001.Automóvel novo";"INPC - Variação mensal";"-0,29";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"5102004.Emplacamento e licença";"INPC - Variação mensal";"0,42";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"5102005.Seguro voluntário de veículo";"INPC - Variação mensal";"-0,69";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"5102006.Multa";"INPC - Variação mensal";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"5102007.Óleo lubrificante";"INPC - Variação mensal";"0,04";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"5102009.Acessórios e peças";"INPC - Variação mensal";"-0,26";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"5102010.Pneu";"INPC - Variação mensal";"2,36";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"5102011.Conserto de automóvel";"INPC - Variação mensal";"0,44";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"5102015.Pedágio";"INPC - Variação mensal";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"5102019.Lubrificação e lavagem";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"5102020.Automóvel usado";"INPC - Variação mensal";"0,88";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"5102037.Pintura de veículo";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"5102053.Motocicleta";"INPC - Variação mensal";"0,26";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"5104.Combustíveis (veículos)";"INPC - Variação mensal";"-4,08";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"5104001.Gasolina";"INPC - Variação mensal";"-4,25";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"5104002.Etanol";"INPC - Variação mensal";"-3,50";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"5104003.Óleo diesel";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"5104005.Gás veicular";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"6.Saúde e cuidados pessoais";"INPC - Variação mensal";"-0,27";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"61.Produtos farmacêuticos e óticos";"INPC - Variação mensal";"-0,75";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"6101.Produtos farmacêuticos";"INPC - Variação mensal";"-0,87";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"6101001.Anti-infeccioso e antibiótico";"INPC - Variação mensal";"-2,39";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"6101002.Analgésico e antitérmico";"INPC - Variação mensal";"-0,60";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"6101003.Anti-inflamatório e antirreumático";"INPC - Variação mensal";"-0,80";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"6101004.Antigripal e antitussígeno";"INPC - Variação mensal";"-2,27";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"6101006.Dermatológico";"INPC - Variação mensal";"-1,42";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"6101007.Antialérgico e broncodilatador";"INPC - Variação mensal";"-0,63";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"6101009.Gastroprotetor";"INPC - Variação mensal";"0,49";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"6101010.Vitamina e fortificante";"INPC - Variação mensal";"1,31";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"6101011.Hormônio";"INPC - Variação mensal";"-2,96";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"6101013.Psicotrópico e anorexígeno";"INPC - Variação mensal";"0,11";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"6101014.Hipotensor e hipocolesterolêmico";"INPC - Variação mensal";"0,12";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"6101051.Oftalmológico";"INPC - Variação mensal";"-0,61";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"6102.Produtos óticos";"INPC - Variação mensal";"1,17";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"6102002.Armação de óculos";"INPC - Variação mensal";"-0,23";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"6102003.Óculos sem grau";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"6102011.Lentes de óculos e de contato";"INPC - Variação mensal";"1,70";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"62.Serviços de saúde";"INPC - Variação mensal";"0,64";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"6201.Serviços médicos e dentários";"INPC - Variação mensal";"0,37";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"6201002.Médico";"INPC - Variação mensal";"1,21";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"6201003.Dentista";"INPC - Variação mensal";"-0,07";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"6201005.Aparelho ortodôntico";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"6202.Serviços laboratoriais e hospitalares";"INPC - Variação mensal";"-0,28";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"6202003.Exame de laboratório";"INPC - Variação mensal";"-2,09";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"6202004.Hospitalização e cirurgia";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"6202006.Exame de imagem";"INPC - Variação mensal";"0,38";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"6203.Plano de saúde";"INPC - Variação mensal";"0,80";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"6203001.Plano de saúde";"INPC - Variação mensal";"0,80";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"63.Cuidados pessoais";"INPC - Variação mensal";"-0,75";"%"
